ts,endpoint,method,status_code,latency_e2e_ms,inference_ms,tokens_in,tokens_out,used_search,req_bytes,resp_bytes,uid,ram_used_mb,cpu_avg_pct
2026-05-01T07:12:50.450330+00:00,/chat,POST,200,741.625,0.0,0,0,False,4252,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.588376+00:00,/chat,POST,200,816.899,0.0,0,0,False,559,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.588912+00:00,/chat,POST,200,817.67,0.0,0,0,False,136,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.589404+00:00,/chat,POST,200,818.51,0.0,0,0,False,132,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.589815+00:00,/chat,POST,200,789.104,0.0,0,0,False,122,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.591085+00:00,/chat,POST,200,789.712,0.0,0,0,False,127,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.591566+00:00,/chat,POST,200,774.938,0.0,0,0,False,116,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.592568+00:00,/chat,POST,200,746.101,0.0,0,0,False,2961,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.593195+00:00,/chat,POST,200,715.33,0.0,0,0,False,632,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.594451+00:00,/chat,POST,200,731.964,0.0,0,0,False,102,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.625338+00:00,/chat,POST,200,763.189,0.0,0,0,False,134,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.625937+00:00,/chat,POST,200,716.482,0.0,0,0,False,109,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.636150+00:00,/chat,POST,200,711.25,0.0,0,0,False,102,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.637729+00:00,/chat,POST,200,727.653,0.0,0,0,False,130,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.640345+00:00,/chat,POST,200,730.506,0.0,0,0,False,572,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.669662+00:00,/chat,POST,200,728.695,0.0,0,0,False,105,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.695093+00:00,/chat,POST,200,724.333,0.0,0,0,False,124,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.697982+00:00,/chat,POST,200,757.909,0.0,0,0,False,122,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.732601+00:00,/chat,POST,200,745.856,0.0,0,0,False,123,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.747610+00:00,/chat,POST,200,744.784,0.0,0,0,False,147,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.771666+00:00,/chat,POST,200,752.681,0.0,0,0,False,148,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.776672+00:00,/chat,POST,200,739.568,0.0,0,0,False,4340,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.778225+00:00,/chat,POST,200,1038.812,0.0,0,0,False,138,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.799194+00:00,/chat,POST,200,749.137,0.0,0,0,False,524,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.828434+00:00,/chat,POST,200,762.233,0.0,0,0,False,119,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.835202+00:00,/chat,POST,200,719.498,0.0,0,0,False,132,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.849461+00:00,/chat,POST,200,734.121,0.0,0,0,False,4325,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.854961+00:00,/chat,POST,200,773.176,0.0,0,0,False,2945,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.889895+00:00,/chat,POST,200,715.014,0.0,0,0,False,4284,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.894392+00:00,/chat,POST,200,719.123,0.0,0,0,False,522,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.923228+00:00,/chat,POST,200,717.638,0.0,0,0,False,4293,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.923884+00:00,/chat,POST,200,717.708,0.0,0,0,False,130,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.960505+00:00,/chat,POST,200,722.77,0.0,0,0,False,572,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.969932+00:00,/chat,POST,200,732.643,0.0,0,0,False,554,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:50.994068+00:00,/chat,POST,200,757.826,0.0,0,0,False,558,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.066195+00:00,/health,GET,200,1.286,0.0,0,0,False,0,587,anonymous,12183.8,48.1
2026-05-01T07:12:51.171898+00:00,/chat,POST,200,920.623,0.0,0,0,False,122,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.236666+00:00,/chat,POST,200,985.656,0.0,0,0,False,136,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.244272+00:00,/chat,POST,200,885.071,0.0,0,0,False,138,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.244573+00:00,/chat,POST,200,962.299,0.0,0,0,False,96,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.246100+00:00,/chat,POST,200,980.333,0.0,0,0,False,116,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.247224+00:00,/chat,POST,200,995.678,0.0,0,0,False,4315,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.267095+00:00,/chat,POST,200,845.927,0.0,0,0,False,130,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.274267+00:00,/chat,POST,200,837.537,0.0,0,0,False,4246,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.279462+00:00,/chat,POST,200,858.043,0.0,0,0,False,130,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.303778+00:00,/chat,POST,200,804.815,0.0,0,0,False,119,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.330896+00:00,/chat,POST,200,801.249,0.0,0,0,False,137,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.331166+00:00,/chat,POST,200,863.228,0.0,0,0,False,136,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.361872+00:00,/chat,POST,200,723.805,0.0,0,0,False,114,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.372517+00:00,/chat,POST,200,714.932,0.0,0,0,False,114,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.461919+00:00,/chat,POST,200,727.705,0.0,0,0,False,126,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.467892+00:00,/chat,POST,200,732.867,0.0,0,0,False,136,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.471589+00:00,/chat,POST,200,721.96,0.0,0,0,False,114,184,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.487028+00:00,/chat,POST,200,714.124,0.0,0,0,False,148,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.560378+00:00,/chat,POST,200,724.125,0.0,0,0,False,119,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.582554+00:00,/chat,POST,200,752.919,0.0,0,0,False,553,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.604532+00:00,/chat,POST,200,727.563,0.0,0,0,False,555,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.620315+00:00,/chat,POST,200,729.282,0.0,0,0,False,621,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.668119+00:00,/chat,POST,200,728.675,0.0,0,0,False,130,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.745544+00:00,/chat,POST,200,712.983,0.0,0,0,False,566,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.755101+00:00,/chat,POST,200,722.844,0.0,0,0,False,131,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.757639+00:00,/chat,POST,200,1023.115,0.0,0,0,False,131,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.761076+00:00,/chat,POST,200,728.264,0.0,0,0,False,610,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.762640+00:00,/chat,POST,200,714.325,0.0,0,0,False,122,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.770266+00:00,/chat,POST,200,706.043,0.0,0,0,False,122,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.772926+00:00,/chat,POST,200,724.931,0.0,0,0,False,127,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.774684+00:00,/chat,POST,200,812.941,0.0,0,0,False,2910,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.775420+00:00,/chat,POST,200,726.68,0.0,0,0,False,129,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.805719+00:00,/chat,POST,200,726.033,0.0,0,0,False,522,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.824299+00:00,/chat,POST,200,728.887,0.0,0,0,False,610,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.824980+00:00,/chat,POST,200,712.96,0.0,0,0,False,107,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.830083+00:00,/chat,POST,200,718.523,0.0,0,0,False,124,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.894663+00:00,/chat,POST,200,736.078,0.0,0,0,False,112,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.904554+00:00,/chat,POST,200,745.567,0.0,0,0,False,626,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.962367+00:00,/chat,POST,200,802.943,0.0,0,0,False,129,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.977129+00:00,/chat,POST,200,771.15,0.0,0,0,False,556,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:51.979303+00:00,/chat,POST,200,772.999,0.0,0,0,False,139,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.041474+00:00,/chat,POST,200,736.251,0.0,0,0,False,610,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.142047+00:00,/chat,POST,200,717.684,0.0,0,0,False,116,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.217250+00:00,/chat,POST,200,715.801,0.0,0,0,False,631,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.302265+00:00,/chat,POST,200,722.322,0.0,0,0,False,616,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.306903+00:00,/chat,POST,200,711.786,0.0,0,0,False,108,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.328889+00:00,/chat,POST,200,707.318,0.0,0,0,False,116,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.350074+00:00,/chat,POST,200,722.996,0.0,0,0,False,148,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.356026+00:00,/chat,POST,200,713.736,0.0,0,0,False,130,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.434202+00:00,/chat,POST,200,743.484,0.0,0,0,False,103,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.454681+00:00,/chat,POST,200,764.301,0.0,0,0,False,616,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.482806+00:00,/chat,POST,200,732.881,0.0,0,0,False,2771,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.520155+00:00,/chat,POST,200,713.23,0.0,0,0,False,150,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.557212+00:00,/chat,POST,200,731.379,0.0,0,0,False,124,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.558536+00:00,/chat,POST,200,732.432,0.0,0,0,False,4268,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.560929+00:00,/chat,POST,200,747.504,0.0,0,0,False,131,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.656254+00:00,/chat,POST,200,716.92,0.0,0,0,False,566,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.677026+00:00,/chat,POST,200,721.795,0.0,0,0,False,616,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.764726+00:00,/chat,POST,200,745.823,0.0,0,0,False,148,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.770495+00:00,/chat,POST,200,705.486,0.0,0,0,False,119,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.874674+00:00,/chat,POST,200,716.58,0.0,0,0,False,122,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.903050+00:00,/chat,POST,200,729.517,0.0,0,0,False,614,184,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.914061+00:00,/chat,POST,200,740.816,0.0,0,0,False,132,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.932125+00:00,/chat,POST,200,727.791,0.0,0,0,False,130,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.938291+00:00,/chat,POST,200,719.637,0.0,0,0,False,555,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:52.970971+00:00,/chat,POST,200,720.948,0.0,0,0,False,2877,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.015210+00:00,/chat,POST,200,733.596,0.0,0,0,False,616,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.023719+00:00,/chat,POST,200,741.856,0.0,0,0,False,107,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.024903+00:00,/chat,POST,200,729.147,0.0,0,0,False,610,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.050486+00:00,/chat,POST,200,723.476,0.0,0,0,False,131,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.058981+00:00,/chat,POST,200,715.323,0.0,0,0,False,571,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.120996+00:00,/chat,POST,200,730.89,0.0,0,0,False,556,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.131955+00:00,/chat,POST,200,726.907,0.0,0,0,False,132,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.143090+00:00,/chat,POST,200,722.315,0.0,0,0,False,137,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.166407+00:00,/chat,POST,200,731.025,0.0,0,0,False,616,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.179678+00:00,/chat,POST,200,726.47,0.0,0,0,False,131,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.180753+00:00,/chat,POST,200,714.001,0.0,0,0,False,96,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.186923+00:00,/chat,POST,200,732.915,0.0,0,0,False,2852,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.206805+00:00,/chat,POST,200,707.662,0.0,0,0,False,105,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.272149+00:00,/chat,POST,200,724.572,0.0,0,0,False,631,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.275553+00:00,/chat,POST,200,727.54,0.0,0,0,False,130,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.299853+00:00,/chat,POST,200,720.628,0.0,0,0,False,103,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.312389+00:00,/chat,POST,200,732.892,0.0,0,0,False,103,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.321583+00:00,/chat,POST,200,726.783,0.0,0,0,False,111,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.336927+00:00,/chat,POST,200,725.734,0.0,0,0,False,4190,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.342892+00:00,/chat,POST,200,732.036,0.0,0,0,False,4293,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.346053+00:00,/chat,POST,200,720.142,0.0,0,0,False,124,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.364123+00:00,/chat,POST,200,722.975,0.0,0,0,False,129,185,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.364421+00:00,/chat,POST,200,722.883,0.0,0,0,False,150,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.389772+00:00,/chat,POST,200,733.894,0.0,0,0,False,4293,187,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.400333+00:00,/chat,POST,200,720.972,0.0,0,0,False,616,186,stress-test-user-001,12183.8,48.1
2026-05-01T07:12:53.406657+00:00,/chat,POST,200,719.574,0.0,0,0,False,616,186,stress-test-user-001,12183.8,48.1
